datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month,T_lag1,T_lag3,T_lag6,T_lag24,RH_lag1,RH_lag3,RH_lag6,RH_lag24,AH_lag1,AH_lag3,AH_lag6,AH_lag24,C6H6(GT)_lag1,C6H6(GT)_lag3,C6H6(GT)_lag6,C6H6(GT)_lag24,C6H6(GT)_rollmean_3,C6H6(GT)_rollmean_24,CO(GT)_lag1,CO(GT)_lag3,CO(GT)_lag6,CO(GT)_lag24,CO(GT)_rollmean_3,CO(GT)_rollmean_24
2004-08-15 04:00:00,0.4,789.0,,2.0,584.0,18.0,1107.0,27.0,1457.0,571.0,22.4,62.2,1.6648,4,6,8,23.8,25.7,27.1,25.2,57.5,52.5,48.2,55.0,1.6723,1.7077,1.7075,1.7405,2.2,3.0,5.2,1.8,2.300000000000013,4.245833333333334,0.4,0.5,1.0,0.4,0.4333333333333312,0.8125
2004-08-15 05:00:00,0.4,785.0,,2.4,612.0,18.0,1054.0,27.0,1443.0,614.0,22.5,61.8,1.6654,5,6,8,22.4,24.8,26.7,25.6,62.2,55.4,49.5,53.5,1.6648,1.7054,1.7048,1.7291,2.0,2.7,4.9,1.9,2.200000000000013,4.266666666666667,0.4,0.5,0.9,0.4,0.4,0.8125
2004-08-15 06:00:00,0.4,772.0,,2.0,584.0,19.0,1149.0,27.0,1414.0,566.0,22.7,59.2,1.6139,6,6,8,22.5,23.8,26.1,24.7,61.8,57.5,50.8,55.9,1.6654,1.6723,1.6917,1.7114,2.4,2.2,3.5,2.6,2.1333333333333466,4.241666666666666,0.4,0.4,0.7,0.5,0.4,0.8083333333333332
2004-08-15 07:00:00,0.5,796.0,,2.5,623.0,22.0,1064.0,28.0,1425.0,594.0,23.0,58.4,1.6223,7,6,8,22.7,22.4,25.7,24.0,59.2,62.2,52.5,57.2,1.6139,1.6648,1.7077,1.6835,2.0,2.0,3.0,6.3,2.300000000000013,4.083333333333333,0.4,0.4,0.5,1.1,0.4333333333333312,0.7833333333333332
2004-08-15 08:00:00,0.7,875.0,,3.5,682.0,34.0,983.0,36.0,1457.0,611.0,23.9,56.3,1.6489,8,6,8,23.0,22.5,24.8,25.0,58.4,61.8,55.4,53.2,1.6223,1.6654,1.7054,1.663,2.5,2.4,2.7,6.8,2.66666666666668,3.9458333333333333,0.5,0.4,0.5,1.2,0.5333333333333311,0.7625000000000001
2004-08-15 09:00:00,1.1,955.0,,6.0,811.0,61.0,841.0,59.0,1562.0,759.0,26.3,50.1,1.6889,9,6,8,23.9,22.7,23.8,28.0,56.3,59.2,57.5,43.4,1.6489,1.6139,1.6723,1.6162,3.5,2.0,2.2,4.7,4.000000000000013,4.0,0.7,0.4,0.4,0.9,0.7666666666666645,0.7708333333333334
2004-08-15 10:00:00,1.0,938.0,,5.3,778.0,46.0,896.0,56.0,1520.0,700.0,32.1,34.0,1.6039,10,6,8,26.3,23.0,22.4,31.6,50.1,58.4,62.2,35.5,1.6889,1.6223,1.6648,1.6269,6.0,2.5,2.0,4.7,4.933333333333347,4.025,1.1,0.5,0.4,0.9,0.9333333333333312,0.7749999999999999
2004-08-15 11:00:00,1.2,954.0,,6.3,826.0,56.0,870.0,70.0,1531.0,691.0,35.8,25.7,1.4861,11,6,8,32.1,23.9,22.5,35.0,34.0,56.3,61.8,29.0,1.6039,1.6489,1.6654,1.6017,5.3,3.5,2.4,4.0,5.866666666666679,4.120833333333334,1.0,0.7,0.4,1.0,1.0999999999999979,0.7833333333333332
2004-08-15 12:00:00,1.1,875.0,,4.8,753.0,31.0,978.0,36.0,1402.0,579.0,38.3,19.8,1.3067,12,6,8,35.8,26.3,22.7,35.3,25.7,50.1,59.2,27.6,1.4861,1.6889,1.6139,1.5512,6.3,6.0,2.0,4.3,5.466666666666679,4.141666666666667,1.2,1.1,0.4,0.8,1.0999999999999979,0.7958333333333334
2004-08-15 13:00:00,0.6,810.0,,3.2,664.0,11.0,1123.0,17.0,1312.0,478.0,37.3,20.5,1.286,13,6,8,38.3,32.1,23.0,36.2,19.8,34.0,58.4,24.1,1.3067,1.6039,1.6223,1.4235,4.8,5.3,2.5,3.8,4.766666666666679,4.116666666666667,1.1,1.0,0.5,0.8,0.9666666666666645,0.7875000000000001
2004-08-15 14:00:00,0.4,746.0,,2.6,624.0,8.0,1227.0,14.0,1209.0,410.0,36.3,18.4,1.0976,14,6,8,37.3,35.8,23.9,34.8,20.5,25.7,56.3,24.5,1.286,1.4861,1.6489,1.3373,3.2,6.3,3.5,3.4,3.533333333333346,4.083333333333333,0.6,1.2,0.7,0.7,0.6999999999999978,0.775
2004-08-15 15:00:00,0.4,738.0,,2.4,610.0,14.0,1281.0,24.0,1204.0,404.0,36.8,16.9,1.0347,15,6,8,36.3,38.3,26.3,38.2,18.4,19.8,50.1,19.6,1.0976,1.3067,1.6889,1.2915,2.6,4.8,6.0,3.6,2.7333333333333463,4.033333333333334,0.4,1.1,1.1,0.7,0.4666666666666644,0.7624999999999998
2004-08-15 16:00:00,0.5,771.0,,3.0,652.0,21.0,1223.0,36.0,1239.0,440.0,37.9,15.9,1.0296,16,6,8,36.8,37.3,32.1,38.9,16.9,20.5,34.0,20.3,1.0347,1.286,1.6039,1.382,2.4,3.2,5.3,3.6,2.66666666666668,4.008333333333334,0.4,0.6,1.0,0.7,0.4333333333333311,0.7541666666666665
2004-08-15 17:00:00,0.6,799.0,,3.1,658.0,26.0,1216.0,43.0,1254.0,461.0,36.7,17.1,1.0398,17,6,8,37.9,36.3,35.8,36.9,15.9,18.4,25.7,27.1,1.0296,1.0976,1.4861,1.6683,3.0,2.6,6.3,3.6,2.8333333333333464,3.9875000000000003,0.5,0.4,1.2,0.7,0.4999999999999978,0.75
2004-08-15 18:00:00,0.8,831.0,,3.4,679.0,37.0,1143.0,60.0,1291.0,526.0,33.8,21.9,1.1303,18,6,8,36.7,36.8,38.3,35.2,17.1,16.9,19.8,32.1,1.0398,1.0347,1.3067,1.7898,3.1,2.4,4.8,5.1,3.16666666666668,3.9166666666666674,0.6,0.4,1.1,0.9,0.6333333333333312,0.7458333333333335
2004-08-15 19:00:00,1.0,885.0,,4.6,743.0,53.0,1016.0,81.0,1379.0,647.0,32.6,24.6,1.1885,19,6,8,33.8,37.9,37.3,32.0,21.9,15.9,20.5,38.2,1.1303,1.0296,1.286,1.788,3.4,3.0,3.2,6.6,3.700000000000013,3.8333333333333335,0.8,0.5,0.6,1.2,0.7999999999999977,0.7374999999999999
2004-08-15 20:00:00,1.1,883.0,,4.4,731.0,56.0,988.0,87.0,1384.0,693.0,30.6,28.4,1.2247,20,6,8,32.6,36.7,36.3,29.8,24.6,17.1,18.4,41.8,1.1885,1.0398,1.0976,1.7269,4.6,3.1,2.6,7.3,4.133333333333346,3.7125000000000004,1.0,0.6,0.4,1.4,0.9666666666666645,0.725
2004-08-15 21:00:00,1.1,906.0,,5.5,790.0,51.0,936.0,85.0,1430.0,729.0,29.4,30.5,1.2288,21,6,8,30.6,33.8,36.8,28.2,28.4,21.9,16.9,45.9,1.2247,1.1303,1.0347,1.7272,4.4,3.4,2.4,6.1,4.833333333333346,3.6875000000000004,1.1,0.8,0.4,1.2,1.0666666666666647,0.7208333333333333
2004-08-15 22:00:00,1.6,982.0,,8.2,906.0,79.0,784.0,91.0,1561.0,1002.0,28.4,34.4,1.314,22,6,8,29.4,32.6,37.9,27.1,30.5,24.6,15.9,48.2,1.2288,1.1885,1.0296,1.7075,5.5,4.6,3.0,5.2,6.033333333333346,3.8125,1.1,1.0,0.5,1.0,1.2666666666666646,0.7458333333333335
2004-08-15 23:00:00,0.9,892.0,,5.0,766.0,38.0,880.0,55.0,1399.0,797.0,28.3,34.1,1.2951,23,6,8,28.4,30.6,36.7,26.7,34.4,28.4,17.1,49.5,1.314,1.2247,1.0398,1.7048,8.2,4.4,3.1,4.9,6.233333333333346,3.8166666666666664,1.6,1.1,0.6,0.9,1.1999999999999977,0.7458333333333332
2004-08-16 00:00:00,0.7,841.0,,4.0,711.0,25.0,956.0,42.0,1367.0,685.0,27.8,35.2,1.2968,0,0,8,28.3,29.4,33.8,26.1,34.1,30.5,21.9,50.8,1.2951,1.2288,1.1303,1.6917,5.0,5.5,3.4,3.5,5.733333333333346,3.8375,0.9,1.1,0.8,0.7,1.0666666666666644,0.7458333333333332
2004-08-16 01:00:00,0.7,859.0,,3.7,693.0,24.0,988.0,43.0,1377.0,710.0,25.3,39.7,1.2656,1,0,8,27.8,28.4,32.6,25.7,35.2,34.4,24.6,52.5,1.2968,1.314,1.1885,1.7077,4.0,8.2,4.6,3.0,4.233333333333346,3.8666666666666667,0.7,1.6,1.0,0.5,0.7666666666666644,0.7541666666666668
2004-08-16 02:00:00,0.5,810.0,,3.1,657.0,11.0,1016.0,20.0,1337.0,629.0,24.5,41.5,1.2589,2,0,8,25.3,28.3,30.6,24.8,39.7,34.1,28.4,55.4,1.2656,1.2951,1.2247,1.7054,3.7,5.0,4.4,2.7,3.6000000000000134,3.883333333333334,0.7,0.9,1.1,0.5,0.6333333333333311,0.7541666666666668
2004-08-16 03:00:00,0.4,759.0,,1.8,566.0,13.5,1175.0,21.5,1267.0,503.0,24.8,39.8,1.2231,3,0,8,24.5,27.8,29.4,23.8,41.5,35.2,30.5,57.5,1.2589,1.2968,1.2288,1.6723,3.1,4.0,5.5,2.2,2.8666666666666796,3.866666666666667,0.5,0.7,1.1,0.4,0.5333333333333311,0.7541666666666668
2004-08-16 04:00:00,0.3,749.0,,1.5,543.0,16.0,1238.0,23.0,1244.0,462.0,23.3,41.9,1.1856,4,0,8,24.8,25.3,28.4,22.4,39.8,39.7,34.4,62.2,1.2231,1.2656,1.314,1.6648,1.8,3.7,8.2,2.0,2.1333333333333466,3.8458333333333337,0.4,0.7,1.6,0.4,0.39999999999999775,0.75
2004-08-16 05:00:00,0.4,766.0,,2.4,616.0,43.0,1163.0,43.0,1306.0,530.0,21.5,45.6,1.1558,5,0,8,23.3,24.5,28.3,22.5,41.9,41.5,34.1,61.8,1.1856,1.2589,1.2951,1.6654,1.5,3.1,5.0,2.4,1.9000000000000128,3.8458333333333337,0.3,0.5,0.9,0.4,0.3666666666666645,0.75
2004-08-16 06:00:00,0.9,865.0,,5.4,783.0,86.0,893.0,68.0,1446.0,838.0,21.3,47.0,1.1793,6,0,8,21.5,24.8,27.8,22.7,45.6,39.8,35.2,59.2,1.1558,1.2231,1.2968,1.6139,2.4,1.8,4.0,2.0,3.1000000000000134,3.9875000000000003,0.4,0.4,0.7,0.4,0.5333333333333311,0.7708333333333335
2004-08-16 07:00:00,1.3,924.0,,8.5,920.0,92.0,767.0,62.0,1534.0,946.0,22.2,45.0,1.1867,7,0,8,21.3,23.3,25.3,23.0,47.0,41.9,39.7,58.4,1.1793,1.1856,1.2656,1.6223,5.4,1.5,3.7,2.5,5.433333333333347,4.2375,0.9,0.3,0.7,0.5,0.8666666666666645,0.8041666666666667
2004-08-16 08:00:00,1.6,973.0,,10.9,1010.0,102.0,722.0,65.0,1616.0,1014.0,23.6,40.8,1.1746,8,0,8,22.2,21.5,24.5,23.9,45.0,45.6,41.5,56.3,1.1867,1.1558,1.2589,1.6489,8.5,2.4,3.1,3.5,8.26666666666668,4.545833333333333,1.3,0.4,0.5,0.7,1.2666666666666646,0.8416666666666667
2004-08-16 09:00:00,2.1,1028.0,,12.0,1048.0,171.0,719.0,93.0,1624.0,1135.0,27.1,32.4,1.1462,9,0,8,23.6,21.3,24.8,26.3,40.8,47.0,39.8,50.1,1.1746,1.1793,1.2231,1.6889,10.9,5.4,1.8,6.0,10.466666666666681,4.795833333333333,1.6,0.9,0.4,1.1,1.6666666666666643,0.8833333333333334
2004-08-16 10:00:00,2.0,979.0,,10.6,999.0,148.0,796.0,110.0,1515.0,1027.0,33.4,20.1,1.0142,10,0,8,27.1,22.2,23.3,32.1,32.4,45.0,41.9,34.0,1.1462,1.1867,1.1856,1.6039,12.0,8.5,1.5,5.3,11.16666666666668,5.016666666666667,2.1,1.3,0.3,1.0,1.8999999999999977,0.9250000000000002
2004-08-16 11:00:00,1.4,892.0,,7.4,874.0,119.0,923.0,106.0,1369.0,749.0,35.3,17.0,0.9546,11,0,8,33.4,23.6,21.5,35.8,20.1,40.8,45.6,25.7,1.0142,1.1746,1.1558,1.4861,10.6,10.9,2.4,6.3,10.000000000000012,5.062500000000001,2.0,1.6,0.4,1.2,1.833333333333331,0.9333333333333335
2004-08-16 12:00:00,1.4,892.0,,7.3,869.0,71.0,953.0,77.0,1363.0,632.0,37.4,14.7,0.9295,12,0,8,35.3,27.1,21.3,38.3,17.0,32.4,47.0,19.8,0.9546,1.1462,1.1793,1.3067,7.4,12.0,5.4,4.8,8.433333333333346,5.166666666666667,1.4,2.1,0.9,1.1,1.5999999999999976,0.9458333333333333
2004-08-16 13:00:00,0.9,836.0,,4.6,741.0,53.0,1065.0,60.0,1277.0,479.0,38.6,14.6,0.9821,13,0,8,37.4,33.4,22.2,37.3,14.7,20.1,45.0,20.5,0.9295,1.0142,1.1867,1.286,7.3,10.6,8.5,3.2,6.433333333333347,5.2250000000000005,1.4,2.0,1.3,0.6,1.233333333333331,0.9583333333333334
2004-08-16 14:00:00,0.8,824.0,,4.0,708.0,61.0,1091.0,67.0,1256.0,463.0,35.8,17.8,1.0274,14,0,8,38.6,35.3,23.6,36.3,14.6,17.0,40.8,18.4,0.9821,0.9546,1.1746,1.0976,4.6,7.4,10.9,2.6,5.300000000000012,5.283333333333333,0.9,1.4,1.6,0.4,1.033333333333331,0.9750000000000001
2004-08-16 15:00:00,0.8,825.0,,3.8,702.0,53.0,1077.0,57.0,1267.0,458.0,38.4,16.4,1.0957,15,0,8,35.8,37.4,27.1,36.8,17.8,14.7,32.4,16.9,1.0274,0.9295,1.1462,1.0347,4.0,7.3,12.0,2.4,4.133333333333346,5.341666666666668,0.8,1.4,2.1,0.4,0.8333333333333309,0.9916666666666667
2004-08-16 16:00:00,1.0,871.0,,5.0,761.0,61.0,1015.0,60.0,1346.0,520.0,39.7,15.3,1.0963,16,0,8,38.4,38.6,33.4,37.9,16.4,14.6,20.1,15.9,1.0957,0.9821,1.0142,1.0296,3.8,4.6,10.6,3.0,4.26666666666668,5.425000000000001,0.8,0.9,2.0,0.5,0.8666666666666644,1.0125
2004-08-16 17:00:00,1.3,903.0,,6.9,853.0,72.0,930.0,69.0,1420.0,606.0,38.8,15.8,1.0706,17,0,8,39.7,35.8,35.3,36.7,15.3,17.8,17.0,17.1,1.0963,1.0274,0.9546,1.0398,5.0,4.0,7.4,3.1,5.233333333333346,5.583333333333333,1.0,0.8,1.4,0.6,1.0333333333333308,1.0416666666666667
2004-08-16 18:00:00,1.3,944.0,,7.0,857.0,67.0,880.0,77.0,1463.0,631.0,35.2,22.3,1.2467,18,0,8,38.8,38.4,37.4,33.8,15.8,16.4,14.7,21.9,1.0706,1.0957,0.9295,1.1303,6.9,3.8,7.3,3.4,6.300000000000012,5.733333333333333,1.3,0.8,1.4,0.8,1.1999999999999977,1.0625
2004-08-16 19:00:00,1.3,969.0,,6.8,850.0,70.0,857.0,77.0,1503.0,695.0,31.7,28.2,1.2962,19,0,8,35.2,39.7,38.6,32.6,22.3,15.3,14.6,24.6,1.2467,1.0963,0.9821,1.1885,7.0,5.0,4.6,4.6,6.900000000000013,5.825,1.3,1.0,0.9,1.0,1.3,1.075
2004-08-16 20:00:00,1.6,1005.0,,8.5,919.0,81.0,788.0,87.0,1543.0,871.0,30.4,30.9,1.3219,20,0,8,31.7,38.8,35.8,30.6,28.2,15.8,17.8,28.4,1.2962,1.0706,1.0274,1.2247,6.8,6.9,4.0,4.4,7.433333333333347,5.995833333333334,1.3,1.3,0.8,1.1,1.3999999999999977,1.0958333333333334
2004-08-16 21:00:00,1.4,972.0,,8.0,898.0,79.0,807.0,88.0,1508.0,879.0,29.5,32.1,1.3005,21,0,8,30.4,35.2,38.4,29.4,30.9,22.3,16.4,30.5,1.3219,1.2467,1.0957,1.2288,8.5,7.0,3.8,5.5,7.76666666666668,6.1000000000000005,1.6,1.3,0.8,1.1,1.433333333333331,1.1083333333333334
2004-08-16 22:00:00,1.3,960.0,,5.7,798.0,73.0,854.0,84.0,1459.0,780.0,28.0,34.9,1.2989,22,0,8,29.5,31.7,39.7,28.4,32.1,28.2,15.3,34.4,1.3005,1.2962,1.0963,1.314,8.0,6.8,5.0,8.2,7.400000000000013,5.995833333333334,1.4,1.3,1.0,1.6,1.4333333333333311,1.0958333333333334
2004-08-16 23:00:00,1.0,946.0,,5.1,767.0,57.0,870.0,65.0,1443.0,728.0,28.2,36.6,1.3722,23,0,8,28.0,30.4,38.8,28.3,34.9,30.9,15.8,34.1,1.2989,1.3219,1.0706,1.2951,5.7,8.5,6.9,5.0,6.26666666666668,6.0,1.3,1.6,1.3,0.9,1.233333333333331,1.1
2004-08-17 00:00:00,0.9,959.0,,5.5,787.0,45.0,830.0,54.0,1460.0,821.0,26.5,40.7,1.3873,0,1,8,28.2,29.5,35.2,27.8,36.6,32.1,22.3,35.2,1.3722,1.3005,1.2467,1.2968,5.1,8.0,7.0,4.0,5.433333333333347,6.0625,1.0,1.4,1.3,0.7,1.0666666666666642,1.1083333333333334
2004-08-17 01:00:00,0.6,877.0,,3.1,658.0,25.0,964.0,37.0,1349.0,663.0,28.3,36.7,1.3878,1,1,8,26.5,28.0,31.7,25.3,40.7,34.9,28.2,39.7,1.3873,1.2989,1.2962,1.2656,5.5,5.7,6.8,3.7,4.56666666666668,6.0375000000000005,0.9,1.3,1.3,0.7,0.8333333333333309,1.1041666666666667
2004-08-17 02:00:00,0.5,867.0,,2.9,645.0,23.0,1001.0,36.0,1385.0,656.0,25.7,43.8,1.4233,2,1,8,28.3,28.2,30.4,24.5,36.7,36.6,30.9,41.5,1.3878,1.3722,1.3219,1.2589,3.1,5.1,8.5,3.1,3.8333333333333464,6.029166666666666,0.6,1.0,1.6,0.5,0.6666666666666643,1.1041666666666667
2004-08-17 03:00:00,0.5,836.0,,2.6,626.0,20.5,1024.0,32.5,1397.0,639.0,24.3,49.0,1.4666,3,1,8,25.7,26.5,29.5,24.8,43.8,40.7,32.1,39.8,1.4233,1.3873,1.3005,1.2231,2.9,5.5,8.0,1.8,2.8666666666666796,6.0625,0.5,0.9,1.4,0.4,0.533333333333331,1.1083333333333334
2004-08-17 04:00:00,0.4,820.0,,2.2,597.0,18.0,1069.0,29.0,1346.0,603.0,24.3,48.3,1.4449,4,1,8,24.3,28.3,28.0,23.3,49.0,36.7,34.9,41.9,1.4666,1.3878,1.2989,1.1856,2.6,3.1,5.7,1.5,2.56666666666668,6.091666666666668,0.5,0.6,1.3,0.3,0.4666666666666643,1.1125
2004-08-17 05:00:00,0.4,828.0,,2.5,618.0,23.0,1039.0,25.0,1354.0,560.0,23.6,49.2,1.4153,5,1,8,24.3,25.7,28.2,21.5,48.3,43.8,36.6,45.6,1.4449,1.4233,1.3722,1.1558,2.2,2.9,5.1,2.4,2.4333333333333464,6.095833333333334,0.4,0.5,1.0,0.4,0.43333333333333096,1.1125
2004-08-17 06:00:00,1.0,929.0,,5.6,791.0,59.0,841.0,41.0,1493.0,789.0,22.2,53.9,1.4201,6,1,8,23.6,24.3,26.5,21.3,49.2,49.0,40.7,47.0,1.4153,1.4666,1.3873,1.1793,2.5,2.6,5.5,5.4,3.4333333333333464,6.104166666666667,0.4,0.5,0.9,0.9,0.5999999999999976,1.1166666666666665
2004-08-17 07:00:00,2.2,1118.0,,12.9,1079.0,135.0,638.0,68.0,1761.0,1145.0,22.5,52.3,1.41,7,1,8,22.2,24.3,28.3,22.2,53.9,48.3,36.7,45.0,1.4201,1.4449,1.3878,1.1867,5.6,2.2,3.1,8.5,7.000000000000013,6.2875000000000005,1.0,0.4,0.6,1.3,1.1999999999999977,1.1541666666666668
2004-08-17 08:00:00,2.5,1155.0,,16.0,1181.0,167.0,580.0,82.0,1850.0,1302.0,24.3,47.8,1.4321,8,1,8,22.5,23.6,25.7,23.6,52.3,49.2,43.8,40.8,1.41,1.4153,1.4233,1.1746,12.9,2.5,2.9,10.9,11.500000000000014,6.5,2.2,0.4,0.5,1.6,1.8999999999999977,1.1916666666666667
2004-08-17 09:00:00,2.3,1112.0,,12.2,1058.0,190.0,654.0,137.0,1695.0,1297.0,27.3,40.7,1.4548,9,1,8,24.3,22.2,24.3,27.1,47.8,53.9,49.0,32.4,1.4321,1.4201,1.4666,1.1462,16.0,5.6,2.6,12.0,13.700000000000012,6.508333333333333,2.5,1.0,0.5,2.1,2.333333333333331,1.2
2004-08-17 10:00:00,2.0,1094.0,,10.0,979.0,142.0,717.0,119.0,1633.0,1192.0,33.3,28.2,1.4189,10,1,8,27.3,22.5,24.3,33.4,40.7,52.3,48.3,20.1,1.4548,1.41,1.4449,1.0142,12.2,12.9,2.2,10.6,12.733333333333347,6.483333333333333,2.3,2.2,0.4,2.0,2.2666666666666644,1.2
2004-08-17 11:00:00,2.0,1022.0,,7.8,890.0,140.0,803.0,117.4,1499.0,862.0,35.3,23.1,1.2989,11,1,8,33.3,24.3,23.6,35.3,28.2,47.8,49.2,17.0,1.4189,1.4321,1.4153,0.9546,10.0,16.0,2.5,7.4,10.000000000000012,6.5,2.0,2.5,0.4,1.4,2.0999999999999974,1.2249999999999999
2004-08-17 12:00:00,2.0,968.0,,5.9,805.0,138.1,875.0,115.8,1391.0,649.0,36.1,21.3,1.2502,12,1,8,35.3,27.3,22.2,37.4,23.1,40.7,53.9,14.7,1.2989,1.4548,1.4201,0.9295,7.8,12.2,5.6,7.3,7.900000000000013,6.441666666666667,2.0,2.3,1.0,1.4,2.0,1.25
2004-08-17 13:00:00,1.9,978.0,,6.6,840.0,136.1,852.0,114.2,1422.0,694.0,38.5,18.0,1.2055,13,1,8,36.1,33.3,22.5,38.6,21.3,28.2,52.3,14.6,1.2502,1.4189,1.41,0.9821,5.9,10.0,12.9,4.6,6.76666666666668,6.525000000000001,2.0,2.0,2.2,0.9,1.9666666666666643,1.2916666666666667
2004-08-19 13:00:00,1.1,980.0,,5.6,793.0,32.0,858.0,43.0,1549.0,654.0,37.7,27.7,1.778,13,3,8,36.2,32.5,27.6,34.6,30.6,39.4,52.1,30.1,1.8105,1.8982,1.8936,1.6296,6.3,6.5,7.8,5.5,6.0000000000000115,6.0625,1.2,1.2,1.4,1.5,1.1333333333333309,1.1666666666666667
2004-08-19 14:00:00,1.0,961.0,,5.8,803.0,23.0,852.0,34.0,1552.0,618.0,37.1,27.2,1.6874,14,3,8,37.7,36.9,29.0,34.9,27.7,30.9,48.5,29.5,1.778,1.8934,1.9133,1.6275,5.6,6.1,7.8,5.4,5.900000000000013,6.079166666666667,1.1,1.1,1.2,1.4,1.0999999999999976,1.1500000000000001
2004-08-19 15:00:00,1.0,966.0,,5.4,784.0,27.0,870.0,36.0,1530.0,652.0,39.5,24.3,1.7216,15,3,8,37.1,36.2,31.0,35.6,27.2,30.6,42.9,28.5,1.6874,1.8105,1.8909,1.6293,5.8,6.3,6.3,7.0,5.600000000000013,6.0125,1.0,1.2,1.0,1.4,1.033333333333331,1.1333333333333333
2004-08-19 16:00:00,1.2,1022.0,,6.8,849.0,32.0,813.0,44.0,1583.0,732.0,39.9,23.8,1.7127,16,3,8,39.5,37.7,32.5,36.4,24.3,27.7,39.4,27.1,1.7216,1.778,1.8982,1.6226,5.4,5.6,6.5,7.4,6.000000000000013,5.9875,1.0,1.1,1.2,1.4,1.0666666666666644,1.125
2004-08-19 17:00:00,1.7,1091.0,,9.3,953.0,51.0,723.0,63.0,1688.0,853.0,39.6,24.3,1.7255,17,3,8,39.9,37.1,36.9,36.8,23.8,27.2,30.9,26.2,1.7127,1.6874,1.8934,1.5984,6.8,5.8,6.1,9.1,7.166666666666679,5.995833333333334,1.2,1.0,1.1,1.7,1.2999999999999976,1.125
2004-08-19 18:00:00,1.7,1063.0,,8.5,919.0,46.0,735.0,60.0,1676.0,821.0,37.2,29.1,1.8185,18,3,8,39.6,39.5,36.2,36.4,24.3,24.3,30.6,26.8,1.7255,1.7216,1.8105,1.6038,9.3,5.4,6.3,8.9,8.200000000000014,5.979166666666667,1.7,1.0,1.2,1.5,1.5333333333333308,1.1333333333333333
2004-08-19 19:00:00,1.7,1116.0,,9.3,952.0,62.0,702.0,66.0,1759.0,895.0,33.9,37.1,1.9264,19,3,8,37.2,39.9,37.7,33.3,29.1,23.8,27.7,32.8,1.8185,1.7127,1.778,1.6527,8.5,6.8,5.6,9.2,9.033333333333347,5.983333333333333,1.7,1.2,1.1,1.7,1.7,1.1333333333333335
2004-08-19 20:00:00,1.7,1101.0,,7.4,875.0,65.0,722.0,68.0,1748.0,927.0,31.6,43.6,1.9944,20,3,8,33.9,39.6,37.1,31.3,37.1,24.3,27.2,39.5,1.9264,1.7255,1.6874,1.7798,9.3,9.3,5.8,8.5,8.400000000000013,5.9375,1.7,1.7,1.0,1.6,1.7,1.1375
2004-08-19 21:00:00,1.7,1072.0,,6.4,831.0,65.5,757.0,68.2,1677.0,857.0,30.3,47.3,2.0034,21,3,8,31.6,37.2,39.5,29.9,43.6,29.1,24.3,44.7,1.9944,1.8185,1.7216,1.8511,7.4,8.5,5.4,7.9,7.7000000000000135,5.875,1.7,1.7,1.0,1.4,1.7,1.15
2004-08-19 22:00:00,1.7,1080.0,,7.8,890.0,66.1,723.0,68.3,1702.0,869.0,29.8,49.1,2.0248,22,3,8,30.3,33.9,39.9,29.1,47.3,37.1,23.8,48.4,2.0034,1.9264,1.7127,1.9186,6.4,9.3,6.8,6.1,7.2000000000000135,5.945833333333334,1.7,1.7,1.2,1.4,1.7,1.1624999999999999
2004-08-19 23:00:00,1.7,1005.0,,5.6,792.0,66.6,809.0,68.5,1638.0,725.0,29.0,51.7,2.0375,23,3,8,29.8,31.6,39.6,28.0,49.1,43.6,24.3,52.9,2.0248,1.9944,1.7255,1.964,7.8,7.4,9.3,6.4,6.600000000000013,5.9125000000000005,1.7,1.7,1.7,1.4,1.7,1.175
2004-08-24 06:00:00,1.1,868.0,,5.7,798.0,83.0,866.0,71.0,1392.0,824.0,20.1,47.8,1.1093,6,1,8,20.2,21.2,24.1,21.1,47.1,43.8,37.9,51.6,1.1021,1.088,1.1204,1.2784,2.8,2.1,5.8,3.8,3.400000000000013,6.416666666666667,0.7,0.5,1.1,2.0,0.7333333333333311,1.2666666666666666
2004-08-24 07:00:00,1.6,965.0,,10.0,977.0,149.0,725.0,94.0,1515.0,1014.0,20.6,45.5,1.0925,7,1,8,20.1,21.7,22.2,21.8,47.8,42.6,43.1,48.6,1.1093,1.0907,1.1396,1.2556,5.7,1.7,5.7,7.6,6.1666666666666785,6.516666666666667,1.1,0.4,1.2,2.0,1.133333333333331,1.25
2004-08-24 08:00:00,2.3,1049.0,,14.5,1133.0,216.0,630.0,118.0,1662.0,1208.0,22.4,41.1,1.0979,8,1,8,20.6,20.2,22.8,21.7,45.5,47.1,41.3,49.1,1.0925,1.1021,1.1284,1.2602,10.0,2.8,3.2,14.9,10.066666666666679,6.5,1.6,0.7,0.7,2.0,1.6666666666666643,1.2625
2004-08-24 09:00:00,1.6,1008.0,,9.9,973.0,153.0,714.0,105.0,1509.0,1178.0,25.0,36.6,1.143,9,1,8,22.4,20.1,21.2,25.3,41.1,47.8,43.8,41.7,1.0979,1.1093,1.088,1.3243,14.5,5.7,2.1,12.0,11.466666666666681,6.4125000000000005,2.3,1.1,0.5,2.0,1.833333333333331,1.2458333333333333
